danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,track_name,track_artist,track_id
0.548,0.37,2,-15.297,1,0.0321,0.517,0.00344,0.34,0.479,84.761,694000,FALSE,1,Bowlful of Lessons - Live,Family Mystic,4hEgB5PgYrW3FTiWu56ARE
0.279,0.704,6,-7.637,1,0.0561,0.226,0.0626,0.136,0.0458,87.996,99344,FALSE,1,It's Only the Beginning,The Persevering Promise,23BPFu1vrz28Den1KPeAu3
0.175,0.895,11,-5.143,0,0.149,1.63E-05,0.000131,0.284,0.179,180.044,298292,FALSE,2,An Illusion in Shambles,The Persevering Promise,0JbWUfWM3o4LvTrZCyp5YM
0.504,0.922,1,-5.177,1,0.089,0.0027,3.68E-05,0.179,0.422,90.005,229016,FALSE,1,Crown the Victor,The Persevering Promise,2t2PdJzTywVQGJLZvt2M4J
0.448,0.938,8,-5.657,1,0.0913,0.000123,5.48E-06,0.245,0.322,144.949,336274,FALSE,0,A Reason to Believe,The Persevering Promise,3rLi9xZplmZSqRe9muxdCJ
0.248,0.938,0,-5.03,0,0.14,0.00025,1.06E-06,0.162,0.236,137.71,324127,FALSE,2,Annabel Lee,The Persevering Promise,1l3uA1VlwO8YrrwphoGTdv
0.439,0.933,8,-6.478,1,0.0863,0.000213,0.000335,0.102,0.153,145.033,317205,FALSE,0,And So Dies the Dreamer,The Persevering Promise,58bpGHodsWzdPmo1RvHT2F
0.443,0.932,8,-5.674,1,0.0814,1.84E-05,0.661,0.0763,0.24,114.997,274260,FALSE,0,Ethereality,The Persevering Promise,6eeNy2MVxGmZ73wifLD6x6
0.305,0.792,1,-5.318,0,0.0874,0.00083,1.25E-06,0.107,0.253,108.398,349257,FALSE,1,Colors,The Persevering Promise,6LCPUwEM0oiTWygFzQe47a
0.449,0.919,8,-5.183,1,0.134,0.000595,0,0.338,0.349,147.86,132545,FALSE,0,The Death of All Things Pure,The Persevering Promise,57yw7FS9kgGfj0Ar9V8LAW
0.193,0.932,11,-4.922,0,0.0982,3.63E-05,8.87E-06,0.0448,0.129,87.677,247432,FALSE,1,The Whistleblower,The Persevering Promise,1nNCJkEWUTA5b7T4MQBCWE
0.663,0.27,11,-20.393,0,0.0318,0.0034,0.926,0.0966,0.425,110.009,144959,FALSE,2,Shattered Glass,Sasha Kim,5qz5yEi86vi6vXzxc8gI0I
0.803,0.289,9,-22.238,0,0.0638,0.0294,0.89,0.108,0.477,119.997,117159,FALSE,2,The House Full Of Light,Sasha Kim,0eVjj78DPfHMuGCNTOGTqT
0.607,0.372,9,-20.185,0,0.0347,0.265,0.949,0.0977,0.426,110.004,118787,FALSE,2,Full Count,Sasha Kim,5XcWJHTgNrAOHAmjsZb9rA
0.804,0.279,5,-20.091,0,0.0984,0.321,0.906,0.154,0.0645,115.02,167837,FALSE,2,Missed You,Sasha Kim,1fzIck4isbREc42HaUQc5P
0.736,0.251,11,-23.823,1,0.0776,0.342,0.884,0.105,0.0346,109.988,175125,FALSE,2,All But One,Sasha Kim,52hCBIsV5VFN03X9mBrk9R
0.726,0.533,9,-6.276,0,0.0278,0.159,0,0.101,0.887,115.662,237650,FALSE,2,Mhmm,GrainFed,6E0KzyHWzTfeqUFncf23fA
0.623,0.564,10,-6.875,0,0.0357,0.182,0,0.105,0.72,145.135,262283,TRUE,1,Laura Lou,GrainFed,6phASr01MqxPjuWIOX8nWN
0.663,0.714,4,-6.666,1,0.0419,0.314,0,0.126,0.712,86.243,141781,FALSE,1,R-U-n-n-O-F-T,GrainFed,6MYjXOKnL3A8hgh6brK4S0
0.6,0.584,7,-10.099,1,0.0252,0.334,0.000483,0.113,0.442,102.763,241203,FALSE,1,My Last Day,GrainFed,4HEJhHOkVmwABfQyzOWSBr
0.578,0.538,3,-6.158,1,0.032,0.266,0,0.217,0.376,77.029,288354,FALSE,1,Luck Be a Lady,GrainFed,2WNkQwEn0sk6TV7VVcVu9A
0.582,0.747,4,-5.986,1,0.03,0.529,0,0.158,0.739,105.296,228533,FALSE,0,One More Round,GrainFed,1YY0Dhfh1Z02aNeFEHJEsB
0.543,0.445,7,-7.056,1,0.0255,0.275,0,0.0887,0.342,141.953,246819,FALSE,1,Mine,GrainFed,31wC8TwHcIwSWWOhLIxvjc
0.512,0.752,9,-6.924,1,0.0352,0.125,1.87E-05,0.146,0.836,165.489,237128,FALSE,1,Maneater,GrainFed,6KNc2PTbgdDDwC90LQnV2L
0.519,0.416,2,-7.835,1,0.0305,0.0916,0,0.173,0.312,132.442,214401,FALSE,1,Yankee's White Whiskey,GrainFed,52X6KGhgVZrjcv4K8jYi5z
0.589,0.801,1,-8.467,1,0.155,0.0106,2.00E-05,0.248,0.562,100.307,142000,TRUE,0,Rack Show,BM Riqq,6jPnwYlEMwRIL7dfmziqzK
0.723,0.596,10,-10.349,0,0.279,0.135,0,0.253,0.701,119.772,130000,TRUE,0,JG Style,BM Riqq,6HNXtyBvQWDD9G7cUK6hhK
0.523,0.725,6,-6.31,0,0.137,0.0498,0.00479,0.103,0.138,119.875,160000,TRUE,1,Scorezone,BM Riqq,3E3weF0jONs5TeuzKCFEjh
0.455,0.501,2,-10.948,1,0.359,0.0195,0,0.165,0.54,178.427,86000,TRUE,2,Isaiah Stewart,BM Riqq,2lzlBNvKV6EfG7SSsVX4XK
0.652,0.563,5,-4.944,0,0.248,0.0518,0,0.0656,0.429,176.027,129625,TRUE,0,Who Really Havin' Motion?,BM Riqq,14UjKtqPZtmqj3w3iHLnuG
0.606,0.489,1,-11.058,1,0.3,0.00364,0.000737,0.125,0.294,132.36,112065,TRUE,1,Get Litty,BM Riqq,1NKaby8SK9d6SXKKxWJaN9
0.704,0.521,2,-11.459,1,0.331,0.0218,0,0.448,0.506,133.537,132000,TRUE,1,Trench Tales,BM Riqq,128GDfwHjvUOGIpt0QPMOw
0.699,0.65,4,-4.15,0,0.244,0.00131,1.28E-06,0.11,0.444,135.966,99429,TRUE,0,Ain't No Fightin',BM Riqq,2yVnb3MUdAzWg9AwvvwpgJ
0.742,0.528,2,-12.23,1,0.404,0.00543,0,0.0995,0.47,126.757,134452,TRUE,0,Bag Talk,BM Riqq,4EggsMom6aclIBVw8tng2X
0.618,0.582,2,-7.676,1,0.0646,0.129,0,0.306,0.354,129.128,88002,TRUE,2,Real Militant,BM Riqq,33T2kRuRlpg5jaJJdb91iq
0.742,0.612,11,-8.541,0,0.163,0.00349,0.000407,0.127,0.233,112.008,118000,TRUE,0,Poet,BM Riqq,2ulCjGBvVmisUVUdJ9JipH
0.702,0.676,11,-8.257,0,0.388,0.0482,0,0.113,0.583,150.254,155063,TRUE,8,My Yp’s,DEE4,0FPJOpc6kNnK2WnGxobMHF
0.913,0.441,2,-10.327,1,0.373,0.028,0,0.264,0.737,135.045,143592,TRUE,8,Vlone,TW3 Dorsey,2oS06xH6RSOzAm3TlP146U
0.704,0.442,9,-10.245,0,0.539,0.483,0,0.077,0.651,106.355,142587,TRUE,9,Or It's Nothin,Kt Foreign,12gSvbjxj2Y6PTVLaPISF4
0.641,0.698,1,-9.367,1,0.554,0.419,0,0.124,0.882,79.934,144312,TRUE,7,Get Em Gone,Lil Kel,1w3MWXXBd2AtAL6WL9tpfW
0.703,0.318,0,-10.99,1,0.0443,0.0828,2.40E-05,0.169,0.69,124.739,110500,FALSE,2,Broken Pieces,Stranger Company,4zUQMrR8zfm5MRgoKR2C6q
0.398,0.402,7,-11.803,1,0.0291,0.0015,0.000116,0.111,0.424,144.348,240375,FALSE,2,Skipper,Stranger Company,3HLEyNPoGuJXEfoviw8MkL
0.356,0.395,7,-11.287,1,0.054,0.0647,1.28E-05,0.111,0.294,74.599,421625,FALSE,3,Captain Jimmy,Stranger Company,38veWOQQtZM7rK9xOthJkM
0.309,0.492,0,-11.201,1,0.0268,0.0232,0.00549,0.0771,0.622,82.517,358375,FALSE,3,Mountain Park,Stranger Company,4gyQcnsg7Cs3QmkcR85SQz
0.737,0.722,11,-9.718,0,0.0295,0.00643,3.75E-05,0.197,0.91,114.963,380133,FALSE,2,Jerkan Tak Raan Emman,Pentecostal Singers,6IXF1SUUZRa7xOJEqvw3UZ
0.78,0.759,4,-6.974,1,0.0317,0.183,0.00285,0.053,0.968,119.995,343167,FALSE,1,Jeovah Ao Jabot,Pentecostal Singers,1KtGhjOoXzAjBU26MvpXOK
0.542,0.691,7,-11.466,1,0.0279,0.297,9.27E-05,0.105,0.733,143.912,286967,FALSE,0,Ij Lanlon Ilo Etan,Pentecostal Singers,0QUSHm3AuJePhbUv65UtHV
0.794,0.597,2,-10.415,1,0.0331,0.0575,0.0106,0.0624,0.965,134.903,261700,FALSE,1,Ne Ij Ber Im Rontok,Pentecostal Singers,5ZGhmaq7McHXuNVuZD6ECD
0.717,0.687,2,-10.04,1,0.03,0.0237,4.40E-06,0.332,0.946,119.991,348133,FALSE,1,Naan In Jino,Pentecostal Singers,6uS649Z92E7iv6BiMyDmk7
0.692,0.691,2,-6.683,1,0.0309,0.329,0,0.0427,0.846,89.985,286867,FALSE,2,Ne Emoj Am Jerbal,Pentecostal Singers,48PolL5xh6NULghmoiXc4N
0.692,0.539,2,-9.645,1,0.0261,0.0599,0.000289,0.27,0.846,124.961,283067,FALSE,1,Flag In Majol,Pentecostal Singers,5Jukc3Yq0aSjw3Zlms5zRs
0.768,0.75,9,-6.016,1,0.0306,0.00601,1.76E-06,0.0754,0.967,120.012,375200,FALSE,1,Momman Eo Jilu,Pentecostal Singers,5tCwHUzXLyx43XDwq8T7lr
0.607,0.643,9,-6.573,1,0.0266,0.482,4.51E-06,0.102,0.426,143.899,274533,FALSE,1,Emoj Kur Eok,Pentecostal Singers,43qahWZFbshtwpxypwMBOj
0.603,0.643,9,-12.385,1,0.0474,0.00857,4.92E-06,0.071,0.759,170.032,398233,FALSE,0,Elae Ion Lometo,Pentecostal Singers,7KFZLSN4mvLIMKDYh7sIWX
0.687,0.834,1,-7.766,1,0.264,0.311,0,0.348,0.719,90.031,197333,TRUE,7,The Hank Way,C.M.L.,3JoQev73Yoe7ZIS64F2WDY
0.557,0.509,6,-11.688,1,0.0284,0.0188,0,0.197,0.526,150.062,179200,FALSE,7,College Town,Janie Waddell,49KV4qawqvH3ie2RmqwfzG
0.83,0.685,11,-5.039,0,0.177,0.188,1.93E-05,0.08,0.8,110.004,226978,FALSE,7,Sho Le,Indo Baba,0upkv6Vmy7Ts0cpM2v9ce7
0.772,0.781,7,-3.145,1,0.2,0.0966,0,0.0448,0.604,155.969,187298,TRUE,0,Kater 2 You,LuvSmokeyy,5mxitEOW6QpVGKtaE9AxKS
0.55,0.474,4,-7.839,0,0.334,0.247,1.82E-05,0.113,0.622,85.293,165068,TRUE,1,Back & Forward,LuvSmokeyy,54jU0Z4AEuR94KRJz7PQPx
0.666,0.635,10,-7.434,0,0.259,0.103,0,0.213,0.379,154.111,175412,TRUE,1,Lost,LuvSmokeyy,2G0sRFchUGX0kKEf1utWqL
0.77,0.389,1,-7.431,1,0.347,0.0639,0,0.324,0.348,129.992,160078,TRUE,0,Face Off,LuvSmokeyy,6nyVKgqmPG4Ezx2SuDwOA6
0.875,0.606,0,-7.127,0,0.406,0.0522,0,0.109,0.483,139.976,165068,TRUE,0,Dead Homies,LuvSmokeyy,2DbcFZVz68w7oGKWmn6xqi
0.691,0.565,4,-7.052,0,0.146,0.496,8.13E-06,0.707,0.315,92.027,220082,TRUE,0,Smoked,LuvSmokeyy,0czpfuUu1MeC69zXJwe3X7
0.731,0.87,10,-4.63,0,0.311,0.548,6.49E-06,0.355,0.447,89.988,182857,TRUE,2,Dont Care Who Get Your Love,LuvSmokeyy,54BAHkw9mvbpmvTWC5vqqv
0.789,0.396,1,-8.094,1,0.143,0.224,0,0.111,0.116,90.005,172434,TRUE,0,Yu Feel Me,LuvSmokeyy,5h3KzguionlNNdlve0kP4r
0.751,0.394,9,-16.618,1,0.756,0.307,0,0.144,0.575,172.067,179884,TRUE,0,Hate Me 2,LuvSmokeyy,68WhyZETge0jIIOF1ia9PM
0.522,0.47,1,-7.909,1,0.293,0.0989,0,0.116,0.339,83.882,160549,TRUE,0,100 On My Name,LuvSmokeyy,4QiyIXYvNlqWrwkpqrKny4
0.908,0.362,7,-11.065,0,0.196,0.0519,0,0.195,0.427,139.985,151641,TRUE,0,Walk Down,LuvSmokeyy,5TjPKQow6ujokbW1DfIxla
0.644,0.579,11,-6.843,0,0.236,0.198,2.11E-05,0.0956,0.136,87.966,180062,TRUE,0,Blessed Her,LuvSmokeyy,767lgVyxfnTTWubkhYNj0q
0.77,0.457,3,-10.476,0,0.0902,0.0348,2.00E-05,0.0926,0.323,86.978,178390,TRUE,0,Jail Time,LuvSmokeyy,7rKnMWze16JapkZeuLjtzK
0.641,0.446,11,-9.661,0,0.0591,0.318,0,0.0709,0.268,86.994,178390,TRUE,0,Cost A Body,LuvSmokeyy,6d6jCoOMbS4JlMsZFDXUT1
0.564,0.454,9,-8.087,0,0.299,0.124,0,0.248,0.331,83.919,104098,TRUE,0,Diamonds In My Mouth,LuvSmokeyy,2Fn5Qw9dJ40td4LXHIsfru
0.587,0.774,1,-4.924,1,0.374,0.127,0,0.0779,0.587,84.572,175073,TRUE,0,Gon Hear What I Say,LuvSmokeyy,1vhMIPRA7H12BJ2KMnueW2
0.779,0.498,1,-8.546,1,0.421,0.0578,0,0.121,0.654,150.109,195056,TRUE,0,The Truth,LuvSmokeyy,64HvBbLXPNWAX3d7CRymzg
0.736,0.706,1,-4.316,1,0.111,0.443,0.0467,0.242,0.518,81.983,179751,TRUE,0,Is It Up?,LuvSmokeyy,0rqdj3eAy1tC4m9VTxTVVN
0.638,0.306,9,-12.983,1,0.347,0.873,2.89E-05,0.109,0.175,99.956,130847,TRUE,0,D.E.G.A,LuvSmokeyy,04D8Z76nsSbNad89Dhi3Fv
0.719,0.925,3,-1.992,1,0.303,0.045,0,0.265,0.75,177.972,155063,TRUE,0,Glock Off Semi,LuvSmokeyy,1wtq1mrFl96NCK1bWGHIsx
0.856,0.465,7,-9.46,0,0.0712,0.0528,0,0.348,0.438,140.051,149750,FALSE,8,Jingle Bells - Satin Remix,Satin,77nzTFAZHziMkBGq7E8LFZ
0.822,0.829,6,-4.908,0,0.285,0.0154,0,0.08,0.614,132.035,218227,TRUE,7,On Whatt,Luh Smurf,2j8k5vE6TAarkhSJOzWHAl
0.786,0.886,2,-1.909,1,0.0848,0.0444,0.000106,0.0874,0.611,102.809,245467,FALSE,0,Disco Lady - Radio Edit,Baby Drew,0xOUJwFgYjCeD0eeashJ18
0.785,0.879,2,-1.866,1,0.0732,0.0296,0.000133,0.08,0.632,102.829,275493,FALSE,6,Disco Lady,Baby Drew,4b2oCw4zWETfLzNdecvj8g
0.781,0.95,2,-2.639,1,0.0415,0.00199,0.92,0.0787,0.707,103.247,283533,FALSE,0,Disco Lady - Instrumental,Baby Drew,03nQy6hJdXdpgGg0oNk9Yh
0.829,0.761,10,-5.841,0,0.122,0.118,0,0.203,0.858,99.196,210320,FALSE,0,The Game Don't Change,Baby Drew,37UliCze4ANFWt1MZ0pzNy
0.67,0.951,9,-8.04,1,0.0568,0.0385,0.000102,0.265,0.803,149.953,231833,FALSE,8,Two Heroes - Remix,Satin,2IfFBBdfDZv3UvFNEB8qVc
0.801,0.525,0,-10.99,1,0.241,0.355,0.00129,0.117,0.571,92.015,166952,TRUE,8,Schenectady,Satin,6MdhtLjSREYDfune10Sn8T
0.446,0.659,1,-11.236,1,0.0481,0.012,0.63,0.111,0.0399,90.039,140000,FALSE,1,Chaos Theory,Exodus Music and Sound,75AzXXeuVvJjrZ14Ij6pPG
0.395,0.666,2,-11.162,1,0.0673,0.00377,0.717,0.145,0.0746,159.977,173300,FALSE,1,Dilations,Exodus Music and Sound,7tchI2RAxIR1rIPCXV3VwN
0.593,0.531,2,-9.434,1,0.0608,0.144,0.883,0.154,0.0845,79.975,134000,FALSE,1,Displacement,Exodus Music and Sound,00C4z35QZVkTaWem1NW9Cv
0.199,0.488,11,-12.132,0,0.0393,0.00132,0.936,0.113,0.0938,180.036,160000,FALSE,1,Divine Omission,Exodus Music and Sound,2SVuLmi54YrasIFatve6sW
0.25,0.554,1,-11.303,0,0.0414,0.00574,0.942,0.264,0.0787,79.875,200000,FALSE,1,Inverse Reality,Exodus Music and Sound,6WvoT0MkyWOLQzYoBRjZbt
0.426,0.535,7,-11.634,1,0.0462,0.00918,0.913,0.109,0.0386,170.206,168000,FALSE,1,Lost Horizons,Exodus Music and Sound,4C7MbOTsnICmOayoPRS3PH
0.364,0.53,10,-11.054,0,0.0415,0.0064,0.892,0.377,0.274,79.922,154000,FALSE,1,Rebel Scourge,Exodus Music and Sound,4rWSSU9n8qhTeeRhzG0ERc
0.475,0.703,0,-11.545,0,0.0482,0.0029,0.898,0.131,0.1,139.987,154000,FALSE,1,Supernature,Exodus Music and Sound,5fkiPfEo4SK0sJkUjDNmq6
0.428,0.52,3,-12.709,0,0.0366,0.00275,0.967,0.112,0.115,110.032,164000,FALSE,1,Til The End,Exodus Music and Sound,4TAo3sYxVUWDeazQ9FtAMl
0.343,0.567,7,-12.063,1,0.0331,0.0103,0.944,0.109,0.0695,172.081,168000,FALSE,1,Vision,Exodus Music and Sound,2GHut4a86bRUENHRclYzWo
0.647,0.899,3,-2.488,0,0.373,0.0602,0,0.265,0.732,90.034,159451,TRUE,7,Dont,Bearcap,4bptSjR1vsCPuGQgZIgPtY
0.721,0.681,6,-7.979,0,0.0479,0.0727,0.00014,0.129,0.82,115.075,218112,FALSE,8,El De Los Azules,Grupo Recien,6AK9PLGweFmJbVVF9rGEbS
0.643,0.456,4,-10.2,1,0.104,0.829,5.08E-06,0.115,0.796,126.232,115641,FALSE,6,Swing Down Chariot,The Oak Ridge Boys,5MSqz4bxSWdwv1ikOrd7Dt
0.693,0.511,2,-11.333,1,0.0285,0.662,0.00227,0.102,0.528,78.01,233123,FALSE,2,Life is Beautiful,The Oak Ridge Boys,2I13ZwV1Xz1UqoemhWa7fz
0.699,0.45,4,-10.884,1,0.0368,0.763,1.79E-06,0.0904,0.411,140.053,173206,FALSE,1,"Love, Light, and Healing",The Oak Ridge Boys,1Ny2Efz691L01PKzAsf9b7
0.488,0.121,4,-16.282,1,0.0374,0.986,0.914,0.144,0.343,135.235,184013,FALSE,1,Near,Robert W Hildreth,4Oblfw0CFj9J9fbCBCm1ze
0.21,0.0919,2,-14.046,1,0.0396,0.994,0.894,0.246,0.116,62.322,184013,FALSE,1,Indefinite,Robert W Hildreth,79i7f6RzZNnEFxuZJEq5rK
0.341,0.116,4,-18.783,0,0.0422,0.985,0.82,0.0973,0.208,122.382,224000,FALSE,1,Voyage,Robert W Hildreth,3jDvBj3ox4Kpm5NRMiaCOL
0.278,0.0323,2,-18.19,1,0.0383,0.992,0.804,0.211,0.103,68.74,208000,FALSE,1,Transcend,Robert W Hildreth,0U7AsAw44QDA0diwijjAkc
0.313,0.0848,2,-16.437,1,0.0336,0.985,0.793,0.111,0.0589,88.241,197627,FALSE,0,Habitude,Robert W Hildreth,1bwd5au9T2LH11IvdCaXHm
0.521,0.406,7,-11.189,1,0.116,0.731,0.917,0.0846,0.305,159.34,178000,FALSE,1,Optimism,Robert W Hildreth,0Dj0fvYUA2dVqmNkGobfem
0.701,0.458,9,-10.446,1,0.0748,0.849,0.938,0.108,0.491,135.893,167920,FALSE,1,Nonchalant,Robert W Hildreth,0CtoVysjqrCbGBp87emdlZ
0.352,0.0495,7,-16.843,1,0.0367,0.993,0.611,0.285,0.08,105.85,172000,FALSE,1,Poise,Robert W Hildreth,06kuvKlvGYxqiCxN0FX5oe
0.688,0.362,2,-10.676,1,0.0456,0.797,0.899,0.216,0.698,109.335,150013,FALSE,0,Uncommon,Robert W Hildreth,5Q6dC8tLOaG561j4SDlAui
0.689,0.516,4,-12.233,1,0.444,0.253,0,0.0978,0.119,108.95,166844,TRUE,4,Da Hardest,AntVerson,46p1Irzi7uY1MMYeYlukQo
0.798,0.713,2,-8.494,1,0.379,0.0415,0,0.348,0.53,102.787,198191,TRUE,0,Viral,AntVerson,1Gnujxre55vG1CHUWS1ORJ
0.713,0.654,8,-7.613,0,0.361,0.0375,0,0.137,0.652,136.84,151066,TRUE,0,MVP Season,AntVerson,5Gtg4qgytpocpJcXFuC96k
0.811,0.75,6,-8.063,0,0.207,0.0781,0,0.0794,0.657,129.307,136255,TRUE,0,One Time,AntVerson,00m9WQ9fxsHo59p64vG7Po
0.727,0.624,7,-7.238,1,0.193,0.0232,0,0.141,0.22,100.997,143856,TRUE,0,Shit Talking,AntVerson,3ArHAUiTq1Vd92ul8E2025
0.597,0.608,0,-5.551,1,0.345,0.0137,0,0.341,0.358,189.676,101042,TRUE,0,What They Want,AntVerson,5TXIgrVpk6Jritwf54Gtwl
0.835,0.714,2,-8.316,1,0.299,0.0452,0,0.399,0.581,120.038,129176,TRUE,0,Groove Back,AntVerson,1z3BfD5k3cnK3AGfjbv7Zx
0.66,0.757,1,-9.734,1,0.385,0.143,0,0.376,0.544,100.058,147853,TRUE,0,Ghetto Ass Nigga,AntVerson,2Ghtur7HVLejzsGNLPHZIW
0.859,0.753,7,-5.973,1,0.297,0.0394,0,0.317,0.771,130.914,139442,TRUE,1,Freaky Friday,AntVerson,5OT5NhGlWrIRaNXyN3T9VT
0.628,0.808,2,-3.359,1,0.438,0.231,0,0.361,0.716,185.032,96052,TRUE,0,90's Flow,AntVerson,5g8utXbpZY4yoT2RhCJ3ja
0.816,0.49,1,-8,1,0.137,0.0488,0,0.372,0.505,105.004,102896,TRUE,0,Holding On,AntVerson,0zAMEx6rgG08xP7fAYKiC1
0.611,0.652,10,-5.215,0,0.298,0.00405,0.0323,0.252,0.728,130.027,282880,FALSE,0,Bounce (feat. N.O.R.E) - The Bloody Beetroots Remix,MSTRKRFT,5K4fVeTmCTiMCRub9KfMy8
0.757,0.605,7,-5.947,1,0.0924,0.0155,0,0.356,0.747,133.022,337252,FALSE,8,I'm In The House (feat. Zuper Blahq) - Gigi Barocco Mix,Steve Aoki,5okWN08CfrJP6OyzJgLuOm
0.727,0.719,11,-7.048,1,0.0411,0.0262,0.823,0.143,0.518,129.019,436023,FALSE,0,Salvation - Don Diablo Dub Remix,Scanners,4LHj3Y0PmV38cqBiAUfp7f
0.515,0.853,0,-4.494,1,0.356,0.00163,0.0147,0.0793,0.194,125.97,359013,FALSE,0,Star Guitar - Armand Van Helden Remix,Shinichi Osawa,08TbTEcR028n6IvQB7NtPf
0.666,0.943,6,-4.037,0,0.343,7.54E-05,0.938,0.0917,0.475,133.036,308600,FALSE,0,"I Don't Hate Fags, God Does - His Majesty André Screams Louder Now Remix",All Leather,6w08Te6gBpUznlxj8CqOz0
0.739,0.737,6,-4.376,0,0.0556,0.00109,0.776,0.0415,0.594,126.973,260573,FALSE,0,Hey - Black Noise Remix,Laidback Luke,4pTzmlZKdt54xnTl8x3OWJ
0.724,0.815,2,-6.475,1,0.246,0.0095,0.0981,0.223,0.35,129.854,253693,FALSE,0,Skeleton,Felix Cartal,6cyvYzpfYgYzS6FJFEe5cl
0.684,0.897,9,-3.554,1,0.0482,0.00133,0.605,0.0855,0.528,129.995,288653,FALSE,0,Repetition - Acidkids Remix,The Willowz,4JU3ZIAKGw0KRxkTglROL7
0.654,0.6,1,-6.174,1,0.264,0.0011,0.882,0.0403,0.406,130.166,203731,FALSE,0,Warp 1.9 (feat. Steve Aoki),The Bloody Beetroots,54g09c0hGQjQOEPCCpIYWb
0.612,0.976,8,-5.026,0,0.0434,0.000453,0.563,0.0745,0.803,126.071,230453,FALSE,0,Beat Bang - Action Man's (aka Herve') Tank Trax Remix,Machines Don't Care,1KLAeeJpyVUUTFpIdZ4xE3
0.478,0.866,5,-9.397,0,0.135,0.0026,0.904,0.272,0.14,130.963,427387,FALSE,0,Haus of Cards,Weird Science,3l0mwnvWHgPnNY2P8IYJM2
0.771,0.919,9,-3.631,0,0.116,0.00407,0.501,0.0657,0.745,126.04,246613,FALSE,0,Get Money Kids - EMYND Buildup Breakdown Remix,Pase Rock,450a45z9CsRHHaXLq3smRi
0.876,0.527,6,-4.486,0,0.441,0.0166,0.97,0.0837,0.109,130.998,257253,FALSE,0,Pets Dance - Les Petits Pilous Remix,S.P.A.,2h5EKP6nvnQaN3UNbozr4g
0.725,0.905,7,-4.762,1,0.187,0.00763,0.94,0.069,0.235,128.038,280773,FALSE,0,Gladiator - Steve Aoki & DJ AM Remix,Autoerotique,7cQVKl6fTfkyquM0BrkTWX
0.873,0.787,11,-5.761,1,0.124,0.0018,0.882,0.0552,0.52,129.999,283200,FALSE,0,Beyond God & Elvis - Designer Drugs Remix,From Monument To Masses,0RD64YWYhJLZcC9kTNY6N4
0.391,0.961,7,-4.794,1,0.394,0.00322,0.84,0.683,0.102,128.075,217027,FALSE,0,Death Rave,Motor,2vFIv7wHpBinlVowfSsbkF
0.541,0.839,6,-6.37,1,0.411,0.197,0,0.327,0.675,144.985,224497,TRUE,3,Black Tar Boulevard,Swoe Whoa,2NabZd1Fc85WS7BpGvokJn
0.912,0.764,7,-6.479,1,0.192,0.0198,0,0.119,0.308,130.013,150696,TRUE,2,Im Back,Swoe Whoa,3kVN0XwGsU14DqMqh8LcCn
0.741,0.678,1,-7.778,1,0.206,0.187,0,0.0719,0.483,135.034,142560,TRUE,0,Told Me,Swoe Whoa,1stRIdhWw7xvHnoMF4n6qI
0.772,0.867,7,-7.087,0,0.0675,0.0278,0,0.0658,0.922,144.023,148801,TRUE,0,Bands Up,Swoe Whoa,5GDfRrPYenRd20ixVtdHTt
0.811,0.788,8,-7.491,1,0.185,0.187,0,0.0789,0.744,140.071,148320,TRUE,0,Starter,Swoe Whoa,22J0xcmHiuPuajuSxnZk90
0.762,0.783,1,-6.69,1,0.13,0.243,0,0.297,0.942,133.988,131568,TRUE,0,Heaven Gates,Swoe Whoa,5d53MEyDY3ubQRkjyHEQFq
0.738,0.553,1,-10.495,1,0.262,0.0456,0,0.236,0.21,139.992,147480,TRUE,0,Goin In,Swoe Whoa,5j9igRMtsHEqzRMDMlJZZz
0.897,0.723,6,-8.426,1,0.145,0.218,1.25E-06,0.0779,0.228,116.984,136776,TRUE,1,Pain,Swoe Whoa,4sO9SMAowYpjkS1x2OIUdz
0.88,0.736,11,-7.039,1,0.142,0.000825,0,0.0757,0.427,130.005,140496,TRUE,0,Dirty,Swoe Whoa,1ku7v4zPO6gYeb0kRkvdGc
0.813,0.645,1,-6.412,1,0.363,0.131,0,0.0825,0.508,131.967,147696,TRUE,1,Veracity,Swoe Whoa,1Y3wkVL6lW0UuWTbRWwzju
0.684,0.706,6,-8.145,1,0.0626,0.032,0,0.0774,0.68,145.92,148128,TRUE,1,I Know,Swoe Whoa,1RV7QNmfnsck82RMvKhcaw
0.791,0.723,11,-8.3,0,0.327,0.0607,0,0.113,0.22,133.954,122544,TRUE,1,Im the Man,Swoe Whoa,3W4uY7sAu30tXv6jrp0XnA
0.413,0.753,6,-4.31,1,0.217,0.0614,0,0.0806,0.665,83.263,207312,TRUE,0,Did Me Wrong,Swoe Whoa,3Q7p8p2c8IIhjtWcdR63x8
0.474,0.704,6,-16.303,1,0.907,0.978,1.49E-06,0.957,0.528,128.672,96375,TRUE,1,Independant Women,Melanie Comarcho,6YqdV2sxi4ZWHrBfwAljkA
0.494,0.561,5,-17.947,1,0.919,0.978,5.52E-06,0.822,0.614,74.176,87708,TRUE,1,Free Rent,Melanie Comarcho,5fPUO2xoyeb6B11OMSAsi5
0.391,0.717,5,-17.293,1,0.92,0.983,4.32E-05,0.945,0.537,91.475,93000,TRUE,1,Whoopins',Melanie Comarcho,4PtXW0L8mBOn1it3eV8fc7
