danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,track_name,track_artist,track_id
0.913,0.557,11,-7.92,1,0.366,0.0454,0.0853,0.107,0.299,140.165,140576,TRUE,0,Not Missing,DonSix,7EJEKrLyF0X5s3A7PzCFx9
0.881,0.568,1,-5.684,0,0.29,0.205,0.327,0.102,0.322,135.11,117338,TRUE,0,Fasho,DonSix,308pDKYtdbldchEIQ4wNob
0.424,0.679,1,-6.411,1,0.31,0.0866,0,0.224,0.409,82.289,143960,TRUE,1,Game of Thrones,AB Dankoo,2G2wQ3m8z7aDjE5wJGKNeg
0.289,0.777,9,-3.758,0,0.0357,0.0104,0.959,0.619,0.373,141.984,280932,FALSE,0,uno,Big U On The Beat,5FtNhISUp7VThnPG0AxKhv
0.737,0.262,9,-16.76,0,0.0882,0.772,0.887,0.336,0.234,93.026,123871,FALSE,0,zwei,Big U On The Beat,7ALZqr3sdYh7FU8fbXXrs7
0.785,0.646,5,-9.854,1,0.0692,0.144,0.776,0.123,0.409,130.012,155077,FALSE,0,trois,Big U On The Beat,4Q0CEazsG9eQxgBJh81FMM
0.645,0.963,0,-3.345,1,0.0584,0.000245,0.898,0.102,0.537,96.017,80000,FALSE,0,四,Big U On The Beat,4a0lgJDYnKiWbdfwdHLDsW
0.6,0.94,11,-6.432,1,0.128,6.33E-05,0.903,0.0738,0.744,168.075,137143,FALSE,0,пять,Big U On The Beat,5Cm1jg5TbVYytfMK9TWWL5
0.662,0.778,10,-6.833,0,0.0324,0.385,0.92,0.568,0.463,136.003,127059,FALSE,0,sei,Big U On The Beat,6phFcef6HGIPX2RFrror1i
0.949,0.517,11,-5.658,0,0.154,0.149,0.262,0.0879,0.282,132.01,126108,TRUE,0,Out Of My Body,DonSix,7BgVn9zYa40wbE9GGH857y
0.806,0.502,10,-11.375,0,0.37,0.241,0,0.108,0.772,143.091,173000,TRUE,3,Slide On 'Em,Elysium SZN,0FqhTficHGOh5rT7QLSan1
0.827,0.559,9,-8.894,1,0.276,0.014,0,0.167,0.793,149.971,179895,TRUE,0,MYB,Gizzle00,37QqaqSMJVjUKxFnlTfXVx
0.642,0.749,11,-6.01,1,0.318,0.168,0,0.339,0.705,135.162,190093,TRUE,3,Hustlin All My Life,TAB Flamez,3uvSz8PXHZJaZaC3orJPae
0.494,0.349,2,-10.005,0,0.0349,0.699,0,0.136,0.7,155.37,222408,FALSE,0,My God,Malachi X,5m1DndHEXe5YtpnNsHqPhu
0.399,0.114,3,-17.612,0,0.0397,0.928,0,0.0996,0.535,97.445,185340,FALSE,0,Give Myself,Malachi X,6mi7P8oRxWdf3xxwqNwJM8
0.708,0.367,10,-13.133,0,0.127,0.0108,0,0.0811,0.396,139.99,251717,FALSE,0,Open Hearts,Malachi X,6UxIiC6XwcIRUJ0UMzrhao
0.546,0.286,6,-13.161,0,0.085,0.0853,0,0.109,0.402,134.927,224445,FALSE,0,Gods Love,Malachi X,5XTO6wVONoYKiBjsGO0EvP
0.243,0.0872,2,-35.569,1,0.436,0.502,0,0.933,0.328,85.972,212925,FALSE,0,Hospital Word,Malachi X,3ZKrVvl7chdyR37aYKU2QP
0.864,0.49,5,-10.896,0,0.328,0.000833,1.71E-05,0.106,0.402,150.055,108843,TRUE,0,Yeah That's Him,Bluzi Bythaway,6QPqQGIYjA5pqZnesZB8BX
0.248,0.189,3,-20.653,1,0.0369,0.962,0.82,0.13,0.342,90.896,122803,FALSE,0,Sleeping in the Sun,Pure Elegance,2VbZ5e0Q8jSmdVRTgFoQ01
0.676,0.112,2,-11.388,1,0.425,0.121,0.964,0.105,0.248,169.988,118427,FALSE,0,All Of Doom,Jin Riko,6kD96hMBSUUSgrvrREoxlT
0.549,0.343,7,-8.604,1,0.0811,0.967,0.871,0.111,0.528,85.207,123029,FALSE,0,Drink of Sunset,Jin Riko,1zQEjlr3WPojcilzKI79VV
0.726,0.338,9,-17.574,0,0.443,0.0256,0.936,0.0983,0.961,85.074,120661,FALSE,0,Sound For Tomorrow,Jin Riko,4Vg5Jr8eyHraUYTW9hHaht
0.512,0.648,9,-6.589,0,0.0855,0.978,0.972,0.0739,0.0875,169.067,118480,FALSE,0,A Chance,Jin Riko,7n3ckSjiJIqfkZ7GsYLHWE
0.45,0.0657,9,-12.792,0,0.117,0.992,0.427,0.114,0.684,169.515,119637,FALSE,0,Kind of Me,Jin Riko,4tqBUB5QuibV0JwkHQ2A9D
0.54,0.0341,9,-12.307,0,0.186,0.82,0.967,0.108,0.405,120.479,119270,FALSE,0,Luck of The City,Jin Riko,6C8A7ZnPtp9vnIBdURkGEU
0.58,0.704,9,-8.528,0,0.0872,0.862,0.842,0.0849,0.799,82.125,118860,FALSE,0,Night of Us,Jin Riko,0E0iB9mOE4Rt5LSLmDCvIG
0.785,0.316,7,-4.735,1,0.0423,0.96,0.952,0.0802,0.188,85.104,118507,FALSE,0,Sun For Forever,Jin Riko,6hAoxGZw5NC7AZF1KUn3Cn
0.378,0.257,9,-22.459,0,0.0874,0.687,0.967,0.112,0.405,81.619,118597,FALSE,0,Thrill,Jin Riko,0zHAygbCl62q7JQku81nHt
0.783,0.518,2,-9.012,1,0.271,0.112,0,0.106,0.153,92.94,146843,TRUE,0,Last Run,MT Kbandz,6fAMno9QX5rmZZeJDq6U71
0.663,0.5,1,-12.668,1,0.316,0.0495,0,0.104,0.222,121.379,125179,TRUE,0,Really Havin Jacks,MT Kbandz,41WQjmxGlgRbL4H5G0b9mr
0.664,0.508,4,-7.244,0,0.568,0.038,0,0.0909,0.724,120.121,219193,FALSE,0,Talk MI Mind,Rouga Lirical,4eZ11LRejRo6UmZE9h2QUv
0.449,0.538,4,-9.066,0,0.0388,0.000363,0.00116,0.0888,0.0374,158.968,169111,TRUE,0,eighteen,AVXiD,4wZdKdQzWj9D6zDPfI0kbr
0.681,0.427,4,-9.547,0,0.143,0.111,0,0.107,0.183,75.051,153648,TRUE,0,Froze,Co Staccs,2fcibvxBBbYZ10yGTFvo6n
0.597,0.797,6,-6.432,0,0.381,0.425,0,0.114,0.346,81.589,192833,FALSE,0,CoCo,Foul Al,48xhMwKgkx6TA7LYsBEoNB
0.486,0.6,1,-10.019,1,0.411,0.2,0,0.107,0.146,100.171,144126,TRUE,0,Fire,MT Kbandz,2Cdgi1fCLs4dUIep4Oqgb2
0.434,0.431,2,-14.096,0,0.0774,0.0896,0.301,0.107,0.127,104.827,149999,TRUE,0,Fun Dip,Royal Misfit,3ILXEUoHaLeAZGwNCDsb0M
0.763,0.705,4,-8.444,0,0.0595,0.0563,0,0.263,0.383,93.982,127713,FALSE,0,Next Level,Lokalboy,5iIV4HFH6hdlznSrzWWKxY
0.87,0.455,11,-13.291,0,0.304,0.0265,1.54E-06,0.104,0.272,149.966,118465,TRUE,0,Like Mine,Crude Moxie,16gWmzjUU1qowxtGh8eK8X
0.6,0.0919,2,-24.898,0,0.0747,0.696,0.833,0.362,0.29,84.978,91080,FALSE,0,Looking For End,Qiao Lu,4zruDZcOu7Cr6jemJFDEqi
0.788,0.323,11,-15.023,1,0.295,0.347,0.904,0.1,0.585,94.998,81000,FALSE,0,me and you in summer,Qiao Lu,7Mc2bED3m1c3WmevM1tZu8
0.644,0.352,9,-18.792,0,0.0885,0.93,0.953,0.168,0.423,80.021,82980,FALSE,0,old Touch,Qiao Lu,6taQZcGeahoPqKuvfsE6Ju
0.671,0.407,0,-18.655,1,0.0713,0.931,0.915,0.304,0.268,80.128,96120,FALSE,0,Rhapsody in Good Time,Qiao Lu,2N8sgzSIx91eACks867LD7
0.61,0.187,4,-19.205,1,0.0679,0.943,0.934,0.351,0.354,84.997,91080,FALSE,0,soft train,Qiao Lu,4Do4wOqwbFyagPZnPVZ9hr
0.692,0.361,9,-18.994,1,0.0981,0.87,0.659,0.0493,0.282,80.03,96060,FALSE,0,take time out Nostalgia,Qiao Lu,0ngQecX0pq5aggDXMQIxxM
0.834,0.252,9,-17.747,1,0.126,0.687,0.92,0.142,0.372,150.117,116100,FALSE,0,true peace,Qiao Lu,4OIJasdfwIpW5nUF5W2jqj
0.674,0.238,10,-18.763,1,0.0777,0.946,0.939,0.249,0.292,85.012,88020,FALSE,0,Upbeat Childhood,Qiao Lu,3u3Bi2ZlbHVZyftRmECg58
0.691,0.406,0,-18.197,1,0.0732,0.944,0.852,0.0788,0.331,80.029,83700,FALSE,0,Winter Night,Qiao Lu,4kqHSC4AwIZSteMoTYqqSU
0.729,0.419,1,-15.029,1,0.209,0.473,0.000132,0.127,0.924,96.973,258128,FALSE,2,True Love,A.b.lewis,5rZ6SeSkMRXFZ94DORAsDU
0.508,0.864,4,-9,0,0.0526,0.00225,3.47E-06,0.109,0.515,87.582,224012,FALSE,1,Change the World,Truth Among Ashes,1WkzIT7SJe9PvfKiXKibKt
0.764,0.673,6,-7.535,0,0.0364,0.000403,0.532,0.0464,0.227,104.014,184800,TRUE,0,Fast lane,DeadisunknXwn,2JKhqe9ERZksa5KPYG8gGL
0.784,0.515,1,-15.697,0,0.0393,0.136,0.275,0.162,0.791,119.933,273043,FALSE,1,You Know Your Love Feels Good To Me Baby,A.b.lewis,3f9gNHh8HO4sH2IAMVK3cz
0.558,0.452,0,-11.626,1,0.302,0.762,1.42E-05,0.126,0.315,93.344,144792,TRUE,3,SpaceShip,L'a Papas,3LafypIGxLQQEJieUyXzL6
0.883,0.345,9,-19.805,0,0.134,0.0119,0.931,0.497,0.832,100.021,109320,FALSE,0,Disco house,Jackley Sky,34L11vECRo65POBLxCAe6o
0.449,0.667,0,-6.54,0,0.0453,0.523,0,0.125,0.0371,125.021,107520,FALSE,0,ОТКРЫТЫЕ РАНЫ,FLORES,79myRayk5mew51Pu8iLetx
0.886,0.523,1,-11.066,1,0.366,0.000619,0,0.11,0.56,143.011,174602,TRUE,1,001 Freestyle,Slimey Beezo,00lPigymisOOjelonxS9LC
0.351,0.757,9,-12.356,0,0.493,0.00123,0.873,0.132,0.513,91.357,138901,FALSE,0,Your Strong,Jackley Sky,6WINVc9VIN90Ys4Wq35lzz
0.769,0.385,0,-13.807,1,0.0621,0.000878,0.754,0.184,0.661,104.962,116571,FALSE,0,Ando Bolando Por Ti,Kellkito,1QdVjDrVeCaokdWS4ExgIm
0.525,0.545,10,-15.688,0,0.0303,9.60E-05,0.848,0.29,0.117,179.051,139286,FALSE,0,Dejare Pasar El Tiempo,Kellkito,6Zbtvld80e6QdrSqQGkSty
0.577,0.43,7,-16.121,1,0.0702,0.00421,0.731,0.678,0.754,195.979,123061,FALSE,0,Eres Mi Sangre,Kellkito,7acsdOPDjOCsECt1J72swm
0.789,0.426,10,-18.08,1,0.0817,0.167,0.874,0.1,0.118,132.031,101818,FALSE,0,No Dejo De Pensar En Ti,Kellkito,4UZ1TknBexxjt1gz1vFJvN
0.916,0.476,0,-13.905,1,0.0804,0.159,0.88,0.383,0.317,127.922,125625,FALSE,0,Perdoname Ni Amor,Kellkito,3svq8E4XVSDe2jomueA9iP
0.857,0.551,11,-15.4,0,0.0429,0.0505,0.909,0.276,0.899,110.021,115636,FALSE,0,No Me extraña,Kellkito,6UPc3ZHtyKF6whL7hZUJ4k
0.75,0.685,9,-14.523,0,0.0622,0.00127,0.907,0.159,0.618,117.013,114871,FALSE,0,Tu Eres Mi razón De Vivir,Kellkito,0dJPuAOjK1HUTn548Qub0Y
0.774,0.339,0,-13.264,1,0.069,0.0012,0.781,0.0699,0.439,104.972,115429,FALSE,0,Sueño Siempre Con Tigo,Kellkito,6jfVERpQzSHa5fvHlA6ujc
0.684,0.398,5,-18.922,1,0.0497,0.00104,0.169,0.0767,0.876,109.988,111272,FALSE,0,Tu Eres Mi Tesoro,Kellkito,3cOkk1JmV3ztoRyhZ5qsmu
0.746,0.222,3,-18.161,0,0.0867,0.113,0.856,0.12,0.847,153.988,174545,FALSE,0,Yo Ya No Te Quiero,Kellkito,5zEEBqD9lpH7bgBGVlEVaC
0.344,0.311,11,-8.108,0,0.0281,0.58,0.133,0.12,0.0318,102.482,364375,FALSE,0,Alone,Castel,3vsIrST2zjIay7h1sTK3om
0.923,0.487,0,-7.955,1,0.191,0.00246,0,0.103,0.615,136.994,131170,TRUE,1,CBFW,Kay Boogie,5My6h7njAEf71ZDgxKRyXd
0.612,0.408,9,-22.25,1,0.0492,0.175,0.775,0.335,0.899,133.61,77262,FALSE,0,0 Stones,.godclap,1qhhWI6bYaiP078RrCeosO
0.732,0.211,2,-23.36,1,0.534,0.917,0.836,0.114,0.603,79.857,204062,FALSE,0,eniar,.godclap,1SIWM6w5t6xWwApaP4v0zw
0.416,0.629,4,-19.561,0,0.426,0.979,0.963,0.278,0.568,103.748,163653,FALSE,0,Leaves!,.godclap,2UW2aDwclAVaiZGdTvDDzL
0.457,0.0872,2,-32.779,1,0.134,0.793,2.85E-05,0.255,0.535,100.875,244874,FALSE,0,speake lowe 3 - Garbage Version,.godclap,4zy4HnPKjLC8rkFXonhkFC
0.384,0.371,1,-14.723,0,0.276,0.718,0.136,0.43,0.646,120.143,87147,FALSE,0,longer than a mf,.godclap,1JlG9oK6BU43w635CRvEoT
0.6,0.536,9,-10.062,1,0.51,0.0486,1.92E-06,0.121,0.936,115.905,384297,FALSE,0,D i s c o D r e a m II - FLASHY N EXTENDED,.godclap,6IYA3UivDmjPULRp0TillF
0.473,0.472,1,-8.993,1,0.277,0.235,0.488,0.157,0.486,130.316,376819,FALSE,0,The Trippiest Apple Ever Bitten,.godclap,3ibzTvQl6BnDdUshfjHyyq
0.759,0.494,2,-12.849,1,0.235,0.221,0,0.0888,0.381,99.022,109481,TRUE,0,Intro,MT Kbandz,3ddF6c7teuB6t39RT5Ck0L
0.886,0.196,9,-20.571,0,0.0794,0.168,1.45E-05,0.107,0.535,95.463,78505,TRUE,0,Look How She,MT Kbandz,1L0otXlnf4SwA4WlqTle4C
0.455,0.405,11,-11.865,0,0.42,0.068,5.87E-05,0.286,0.48,79.478,187115,TRUE,0,Long Live Da Guys,Gloxkfrmdaland,4Ab1JaHhWovylhc2AXmje5
0.749,0.54,1,-12.039,1,0.236,0.0365,0,0.345,0.43,102.994,112731,TRUE,0,ØSB Anthem,Lee Lo,5tdd838QlkEDqV2zMH8Fmi
0.751,0.851,3,-5.714,0,0.378,0.556,4.75E-05,0.349,0.604,84.568,138831,TRUE,0,Street Lines,LIL Celebrity,3V7eFTy36QLROh4IZP3Zso
0.855,0.563,11,-8.258,0,0.289,0.0616,0.0584,0.119,0.471,119.898,115566,TRUE,0,Neptune,Cmax,2W9TtsexhlBAdq5nSZL3KK
0.708,0.729,1,-4.546,1,0.331,0.00601,0,0.151,0.358,125.741,108481,TRUE,2,amievenburied?,Ky,1W2Jbpt788sPQIB0d7mAq3
0.19,0.564,3,-5.202,0,0.0322,0.0149,0.771,0.227,0.0535,137.015,172000,FALSE,0,Atop Mt. Sinai,Castel,1LGROslR6yYZk0K7TBpoxq
0.74,0.69,7,-7.658,0,0.233,0.00137,0,0.133,0.0959,134.981,121021,TRUE,1,Jump In My Water,Highclass23,6MPNLbsL4uX5hU6cNpUawF
0.75,0.601,0,-6.585,1,0.339,0.00139,0,0.307,0.255,166.064,138366,TRUE,1,Turkflow,luhtaeman,2xumf5Ps3bowQfy3wt0AfT
0.614,0.642,7,-7.011,0,0.0566,0.00559,0,0.0755,0.0939,157.967,209675,TRUE,1,Off These Drug,luhtaeman,6UD4wPY3oJBjPE14eJUA9g
0.651,0.679,1,-9.337,0,0.253,0.00222,0,0.0868,0.535,88.09,142919,TRUE,0,Leave Em Geeked,luhtaeman,3mpKBZn8iCaXzSPfnWxC1L
0.718,0.537,7,-9.318,0,0.313,0.00242,0,0.0858,0.0847,147.929,192377,TRUE,0,Send Em Up,luhtaeman,3CuUy6fWS7u128iNwfgEYs
0.337,0.661,7,-7.348,0,0.0894,0.00533,0,0.14,0.298,78.521,196764,TRUE,0,NOT MY PARTNA (remasterd),luhtaeman,5vWfSP62V6xVs4ULH2u8ij
0.658,0.578,1,-8.724,0,0.283,0.000494,0,0.162,0.286,163.126,165882,TRUE,1,Ima Opp ?,luhtaeman,0WIzy6wWExvekjofQVhqEV
0.688,0.478,5,-10.982,0,0.237,0.00842,0,0.126,0.293,153.013,229040,TRUE,0,Wit It On Me,luhtaeman,5QaAb0VR3SW9CbLbm1k8rz
0.595,0.627,4,-9.587,0,0.0443,0.0147,0,0.231,0.096,139.99,151230,TRUE,0,Got Them Bowls,luhtaeman,1laGETdTx0IMJ7y9Mhz8be
0.609,0.643,10,-8.649,0,0.183,0.00299,0,0.166,0.303,164.942,155178,TRUE,0,Too Long,luhtaeman,5HwlWuKJUEhAnXacCylMrw
0.462,0.457,2,-10.136,1,0.207,0.00736,0,0.174,0.234,163.142,178003,TRUE,0,Real Or Fake,luhtaeman,39Q2o6DnF2tZGCdl39IwjM
0.828,0.475,0,-11.888,0,0.121,0.135,0.876,0.15,0.719,90.009,331000,FALSE,0,In The Depths,Castel,6vGbXEMIIwOyGArEEqtgdA
0.705,0.458,8,-14.478,1,0.376,0.108,0,0.128,0.534,131.838,127399,TRUE,0,Dog Brawl,MT Kbandz,2EqDLQLNCTy4VYeLreTKfg
0.527,0.698,6,-9.382,0,0.226,0.0379,0,0.619,0.79,170.046,287600,TRUE,0,Free Byrd,MT Kbandz,2hJpSe7yNG5bf806QI5Ugk
0.791,0.569,4,-5.962,1,0.0566,0.644,0.00974,0.106,0.526,99.054,160052,TRUE,0,Wavy,Winno,6P2XcpZ5Cg6PlV80QDSshL
0.424,0.647,11,-6.792,1,0.0324,0.00134,0,0.103,0.428,95.484,93273,TRUE,0,Halo - 2HighOffDisEarth,Rifa,085nKg4ZoFJlZz1YDjEGaZ
0.622,0.804,11,-5.977,1,0.115,0.00926,0,0.148,0.436,132.905,223190,TRUE,1,Yea Its True,Tall Itty,3FKqFG5LDMvQ2dtm2SwkLy
0.617,0.654,8,-11.076,1,0.218,0.0105,5.93E-05,0.318,0.216,123.016,171707,TRUE,1,No More Semi-automatics,MoneyBagKZ,6QJCMcnpX5EQSoTRW5nvNO
0.53,0.0044,9,-17.753,0,0.9,0.859,0.896,0.0815,0.623,208.942,111152,FALSE,0,Under the Sea Sonata,Pure Elegance,0RtBN9ggSxmQmZPic1PqkA
0.372,0.449,4,-19.656,0,0.0444,0.907,0.818,0.234,0.574,139.945,96759,FALSE,0,Beaches at Sunrise Prelude,Pure Elegance,5A57OQjHaUPKS8bReohNrA
0.871,0.0506,2,-28.956,1,0.111,0.993,0.887,0.113,0.697,107.837,90411,FALSE,0,Ocean Breeze Rhapsody,Pure Elegance,4ofZ0huCTKF304sDoXLWrL
0.294,0.223,0,-23.501,1,0.0586,0.994,0.929,0.13,0.676,111.168,120452,FALSE,0,Seagulls over the Shore Ballade,Pure Elegance,5E9mEzuqAIXFDNPPgceVC2
0.264,0.224,3,-21.31,1,0.0441,0.952,0.807,0.125,0.557,174.014,98274,FALSE,0,Sand Dunes Nocturne,Pure Elegance,6TOmFQM28IMc7Da4Byj9ty
0.617,0.129,0,-21.404,1,0.119,0.976,0.951,0.136,0.676,89.151,108070,FALSE,0,Saltwater Waves Etude,Pure Elegance,2A8WgsELEqijzAMC0sly5J
0.534,0.145,5,-23.464,1,0.0841,0.991,0.908,0.138,0.533,117.35,90881,FALSE,0,Fleeting Sands,Pure Elegance,39lReNrsghJX2BBy3IItlt
0.561,0.105,2,-24.637,1,0.0452,0.994,0.851,0.137,0.609,76.062,91116,FALSE,0,A Walk On The Beach,Pure Elegance,4jMpQo1EpntG4EdzJUDKdR
0.384,0.265,4,-26.624,1,0.059,0.989,0.928,0.156,0.88,93.224,124945,FALSE,0,War on the Water,Pure Elegance,3xY2K5Yw7Yd9mJubcsMd0t
0.248,0.189,3,-20.653,1,0.0369,0.962,0.82,0.13,0.342,90.896,122803,FALSE,0,Sleeping in the Sun,Pure Elegance,6bcoMtaucNpkg6OBeGcHeG
0.656,0.396,11,-11.366,1,0.109,0.129,1.33E-05,0.197,0.232,134.036,100368,TRUE,0,High As I Ever Been,Trezzio,4kU1JgbdJcrK9fFlnuhpJC
0.577,0.691,9,-6.15,1,0.287,0.25,0,0.123,0.469,142.136,137117,TRUE,0,Not Like Me (tenft) [LEAKCDQ],Playboitendo,5ZNG8Eos4Mu2qFZXMhc5kg
0.762,0.71,1,-5.951,1,0.246,0.323,0,0.179,0.873,96.763,132480,TRUE,0,Standards High,Orrin King,0gUfUD7pcT6G7fBlopslAU
0.395,0.153,0,-12.6,1,0.0382,0.816,0,0.0801,0.248,160.104,135000,FALSE,2,Stranded Here,The Dibbles,6qAljna6irFSQqPiIqphhx
0.52,0.388,0,-8.169,1,0.0427,0.872,0,0.345,0.494,151.019,211952,FALSE,0,You Can't Fail - Live,Daniel O,5RqV0YJ0xphHeqnr09MyyI
0.532,0.0801,11,-22.886,1,0.0302,0.0296,0.921,0.0804,0.308,140.061,175308,FALSE,0,Sound of Sorrow,Prismo Eclectic,0SZVevBzneBEEkLH2jCeFQ
0.751,0.135,11,-21.699,0,0.0957,0.89,0.724,0.171,0.646,90.006,128000,FALSE,0,Freeform,Prismo Eclectic,1JuE9EKc5PPFY1TVSGcIWC
0.79,0.316,1,-10.186,0,0.0502,0.702,0.946,0.109,0.447,140,172190,FALSE,0,Emotional Intelligence,Prismo Eclectic,72ZXf7f9xM2ZMJ3Ak5Bj6m
0.488,0.0714,11,-20.993,1,0.0399,0.976,0.825,0.106,0.165,71.053,122182,FALSE,1,Izanami,Prismo Eclectic,1VEGXdRtHmuR52f0qgEVCt
0.649,0.563,0,-5.791,1,0.32,0.0231,0,0.0696,0.319,114.378,184216,TRUE,0,Bobo Y Plancha,R Flow La Para,6bSGnZlyjUDfXkih6VBWEK
0.727,0.624,9,-10.881,0,0.0895,0.768,0.935,0.111,0.464,165.049,81477,FALSE,0,Bring It On,Gee Pugzy,6lVqZWBGUx2kfjmtMdzRg6
0.654,0.444,3,-11.567,0,0.0498,0.967,0.934,0.114,0.758,76.952,74929,FALSE,0,Bigger,Gee Pugzy,11kIrIBLI4BFukLwPCjs2r
0.811,0.24,4,-16.814,0,0.0736,0.708,0.922,0.125,0.276,122.971,93946,FALSE,1,Everything,Gee Pugzy,01JG3rVPKSyGD64IB9sf3w
0.794,0.506,0,-12.029,1,0.0731,0.219,0.839,0.0961,0.243,154.013,74813,FALSE,0,Get Back,Gee Pugzy,2TjfVTtlRMfFaUR9Xi9fxt
0.86,0.42,6,-11.504,0,0.424,0.105,1.79E-05,0.0453,0.464,97.999,107807,TRUE,0,Case Closed,Gary Chose,45YQik8pkpurIUlm8WDeNO
0.695,0.683,8,-7.038,1,0.138,0.0721,0,0.129,0.447,126.092,122114,TRUE,0,Myself,Spice Marley,1xBFKt5Udg5FYavT1pa0kR
0.65,0.746,6,-6.556,0,0.278,0.0354,0,0.0565,0.759,108.18,190973,TRUE,0,Change My Ways,Spice Marley,1aAS11woKENycv6Ra2MpZd
0.685,0.753,7,-6.246,0,0.327,0.171,0,0.337,0.76,129.949,206959,TRUE,0,Feelings,Spice Marley,0YaLT5OYSj1kyZgUf1UB2H
0.728,0.664,5,-8.984,0,0.229,0.0059,0,0.237,0.274,150.065,140737,TRUE,0,Lonely,Spice Marley,7zeinf114lKORwuug2kXLX
0.391,0.747,5,-6.608,0,0.167,0.069,0,0.105,0.396,175.348,130172,TRUE,0,Make It Quick,Spice Marley,3J8Bmdy4GZpFDXPfpwaCgD
0.678,0.738,8,-6.978,0,0.464,0.201,0,0.157,0.795,83.315,140005,TRUE,0,Hurt,Spice Marley,56c7f0kVb33hoXbViJcCrb
0.625,0.687,6,-6.473,0,0.135,0.0755,0,0.103,0.301,108.062,182301,TRUE,0,Switching Sides,Spice Marley,030PwH81b68Khnz2m7YMb3
0.812,0.448,9,-12.781,1,0.366,0.0215,0,0.288,0.539,100.064,134504,TRUE,0,Men In Black,Lul DreDay,2gKcIKxigAPhBRCPq5G5fV
0.344,0.903,4,-7.412,1,0.0774,1.74E-05,0.511,0.0561,0.539,107.769,160505,FALSE,0,Circling The Drain - 2023 Remaster,12 Steps To Nothing,1l3BHv7C64OFnvGXNOdW5F
0.371,0.887,9,-7.753,1,0.0524,1.38E-05,0.021,0.179,0.43,92.244,220641,FALSE,0,In Another Life - 2023 Remaster,12 Steps To Nothing,1O1mOzQBtPA1HK1IVYYppz
0.281,0.938,2,-7.558,1,0.138,6.71E-06,0.0274,0.0604,0.469,132.857,220165,FALSE,0,Creepy Sombrero - 2023 Remaster,12 Steps To Nothing,7CE5AXmNdabmi0kEzfRntx
0.153,0.908,11,-7.818,1,0.0879,1.22E-05,0.541,0.315,0.589,198.942,242397,FALSE,0,Another Song About You - 2023 Remaster,12 Steps To Nothing,7ftcnTSyBVinAGlBwMAxs5
0.503,0.692,8,-6.361,1,0.329,0.0245,0,0.292,0.329,185.812,141005,TRUE,0,On The Way,GSB Paid,0AaerPeKmiw1nCjCdlrnc0
0.702,0.643,1,-6.629,0,0.356,0.124,0,0.241,0.295,97.799,132951,TRUE,1,Mike Gesicki,GSB Paid,3YXPIOS3U4b4s6zFQ79FlK
0.664,0.609,11,-8.488,1,0.352,0.0492,0.00112,0.0693,0.315,133.814,129009,TRUE,0,The Belt,GSB Paid,6K7VQAjGxfhJieh5XXu0zf
0.586,0.705,11,-5.858,0,0.321,0.307,0,0.174,0.524,92.373,171005,TRUE,0,Rest of Me,GSB Paid,278GLC0KOruwGaseM37z7M
0.813,0.654,7,-3.409,1,0.311,0.028,2.25E-06,0.119,0.556,130.223,104415,TRUE,0,Uncle Ruckus,GSB Paid,3AkBqNZmY22KWZxfsnEcyp
0.488,0.744,8,-12.35,1,0.154,0.521,0.0186,0.186,0.572,124.947,102423,FALSE,0,MOTA!,Feral Rawk Addict,6T1OHsrG6HHCifjUckIiRN
0.51,0.788,4,-8.617,0,0.351,0.662,0,0.204,0.705,83.605,251638,TRUE,3,Cara de Indio,Jag Arreola,4todXSnL40LhRgEjFkjx5J
0.775,0.55,11,-7.765,1,0.275,0.0143,0,0.115,0.423,175.906,134827,TRUE,0,Drama,Dayami,2m25kFqGRM4bTI1YLXvxfd
0.331,0.0256,5,-27.669,1,0.0417,0.995,0.925,0.0775,0.203,66.876,396676,FALSE,0,Susan Song,Demian Slade,6Zwj9uAQpmYcwAZBdn4Y6t
0.805,0.739,1,-7.417,1,0.079,0.000405,0.736,0.321,0.36,139.994,219429,FALSE,1,Storm,Zeplinn,0TTPOH96a7lnSAhV6fg5M4
0.564,0.464,6,-11.263,0,0.119,0.872,0.000179,0.113,0.654,80.368,175570,FALSE,2,Lovin' Like Mine,Blahzi,0Ha50TVDIcCNVmRN3Qj00R
0.714,0.39,9,-15.61,1,0.0655,0.0712,7.22E-06,0.0805,0.838,129.905,94154,FALSE,0,Eres Mi Rallo De Luz,Sikatris,5dba1ibraNYdW4NbZolxjY
0.797,0.594,11,-15.314,0,0.0454,0.00325,0.885,0.0554,0.859,109.968,113454,FALSE,0,Eres Mi sueño En Mi Vida,Sikatris,5O48sBd6UzcOmqBJbJsoEb
0.617,0.428,6,-16.684,1,0.142,0.627,0.877,0.1,0.774,163.83,164102,FALSE,0,Es Mi Culpa Perderte,Sikatris,3vEM9g4YWRlvZn2KkH2SUZ
0.762,0.464,1,-14.614,1,0.258,0.0189,0.934,0.0768,0.0522,96.627,159006,FALSE,0,Gracias Por Quererme,Sikatris,4LqicKanoxqF5Q7K7dma9K
0.75,0.444,0,-12.994,1,0.0349,0.000267,0.798,0.0831,0.605,105.038,114286,FALSE,0,Mi corazón está Partida Por Ti,Sikatris,5FSmgaUy9BaoeVI9qairV2
